Compound,Label,struct_file_path,range_MendeleevNumber,mean_MendeleevNumber,avg_dev_MendeleevNumber,maximum_AtomicWeight,range_AtomicWeight,mean_AtomicWeight,avg_dev_AtomicWeight,maximum_MeltingT,range_MeltingT,mean_MeltingT,avg_dev_MeltingT,range_Column,mean_Column,avg_dev_Column,mode_Column,maximum_Row,range_Row,mean_Row,avg_dev_Row,maximum_CovalentRadius,range_CovalentRadius,mean_CovalentRadius,avg_dev_CovalentRadius,mode_CovalentRadius,minimum_Electronegativity,maximum_Electronegativity,range_Electronegativity,mean_Electronegativity,avg_dev_Electronegativity,mode_Electronegativity,avg_dev_NsValence,mode_NsValence,range_NpValence,mean_NpValence,avg_dev_NpValence,mode_NpValence,minimum_NdValence,range_NdValence,mean_NdValence,avg_dev_NdValence,range_NfValence,avg_dev_NfValence,minimum_NValence,maximum_NValence,range_NValence,mean_NValence,avg_dev_NValence,mode_NValence,avg_dev_NsUnfilled,mode_NsUnfilled,minimum_NpUnfilled,maximum_NpUnfilled,range_NpUnfilled,mean_NpUnfilled,avg_dev_NpUnfilled,mode_NpUnfilled,range_NdUnfilled,avg_dev_NdUnfilled,range_NfUnfilled,avg_dev_NfUnfilled,minimum_NUnfilled,range_NUnfilled,mean_NUnfilled,avg_dev_NUnfilled,mode_NUnfilled,minimum_GSvolume_pa,range_GSvolume_pa,mean_GSvolume_pa,avg_dev_GSvolume_pa,mode_GSvolume_pa,avg_dev_GSbandgap,mode_GSbandgap,avg_dev_GSmagmom,maximum_SpaceGroupNumber,mean_SpaceGroupNumber,avg_dev_SpaceGroupNumber,mode_SpaceGroupNumber,minimum_oxidation_state,maximum_oxidation_state,range_oxidation_state,std_dev_oxidation_state,ewald_energy_per_atom,mean_absolute_deviation_in_relative_bond_length,max_relative_bond_length,min_relative_bond_length,minimum_neighbor_distance_variation,maximum_neighbor_distance_variation,range_neighbor_distance_variation,mean_neighbor_distance_variation,avg_dev_neighbor_distance_variation,mean_absolute_deviation_in_relative_cell_size,gii,struct_ordered,struct_disordered,avg_mm_dists,max_mx_dists,min_mx_dists,avg_mx_dists,max_xx_dists,min_xx_dists,avg_xx_dists,v_m,v_x,iv_p1,est_hubbard_u,est_charge_trans,volume_per_site
GdCoO3,2,../data/Structures/MIT_materials/HighT/GdCoO3_SD_0307184.cif,60,69.2,21.36,157.25,141.2506,52.836279,44.2042548,1768,1713.2,703.68,778.656,13,12,4.8,16,6,4,3.2,1.44,196,130,104,45.6,66,1.2,3.44,2.24,2.68,0.912,3.44,0,2,4,2.4,1.92,4,0,7,1.6,2.16,7,2.24,6,10,4,7.4,1.68,6,0,0,0,2,2,1.2,0.96,2,9,2.88,7,2.24,2,14,5,4.4,2,9.105,22.945,13.922,7.2512,9.105,0,0,0.495510784,194,84.8,87.36,12,-2,3,5,3.273268354,-34.42569955,0.065529734,1.043700173,0.836175666,0.007388321,0.156016276,0.148627955,0.102441842,0.046117041,0.116927179,0.373389515,1,0,3.742945117,1.956825335,1.946835782,1.952362279,3.114233285,2.716602797,2.81513942,-37.07302416,23.76895066,51.27,13.92285569,12.25565779,10.51192784
GdFe4(CuO4)3,2,../data/Structures/MIT_materials/HighT/GdCu3Fe4O12_HT_CollCode_237417.cif,60,74.15,15.42,157.25,141.2506,38.16304,26.596368,1811,1756.2,678.0455,747.8946,13,13,3.6,16,6,4,2.9,1.08,196,130,95.6,35.52,66,1.2,3.44,2.24,2.775,0.798,3.44,0.255,2,4,2.4,1.92,4,0,10,2.75,3.475,7,0.665,6,11,5,7.35,1.62,6,0.255,0,0,2,2,1.2,0.96,2,9,1.875,7,0.665,1,15,2.95,1.725,2,9.105,22.945,10.872,2.1772,9.105,0,0,0.675412096,229,96.45,101.34,12,-2,3,5,3.230291412,-35.51245383,0.061760933,1.12226178,0.854475269,0.001225093,0.185206151,0.183981057,0.126215347,0.062461792,0.098247683,0.33521298,1,0,3.66592,2.787212067,1.937262769,2.362237418,2.899009536,2.570543104,2.754201156,-33.86047049,24.31822823,57.38,16.61102285,7.531115261,9.853237375
GdNiO3,2,../data/Structures/MIT_materials/HighT/GdNiO3_CollCode_88040.cif,60,69.8,20.64,157.25,141.2506,52.78832,44.146704,1728,1673.2,695.68,769.056,13,12.2,4.56,16,6,4,3.2,1.44,196,130,103.6,45.12,66,1.2,3.44,2.24,2.686,0.9048,3.44,0,2,4,2.4,1.92,4,0,8,1.8,2.48,7,2.24,6,10,4,7.6,1.92,6,0,0,0,2,2,1.2,0.96,2,9,2.72,7,2.24,2,14,4.8,4.48,2,9.105,22.945,13.937,7.2452,9.105,0,0,0.190526304,225,91,94.8,12,-2,3,5,3.273268354,-34.07199618,0.069358541,1.048332787,0.826603648,0.013498756,0.151840492,0.138341736,0.099133934,0.044167563,0.123783943,0.304128694,1,0,3.777860393,1.983924991,1.938933724,1.956399558,3.226412486,2.717247661,2.83782008,-37.16380797,23.50739905,54.92,15.9214113,10.41311028,10.83742847
Hg2Ru2O7,2,../data/Structures/MIT_materials/HighT/Hg2Ru2O7_Pyro_RoomT_CollCode_420818.cif,31,78.45454545,10.87603306,200.59,184.5906,65.02870909,62.40093884,2607,2552.2,551.4763636,747.4631405,8,13.81818182,2.776859504,16,6,4,3.272727273,1.619834711,146,80,92.54545455,33.78512397,66,2,3.44,1.44,2.952727273,0.620165289,3.44,0.297520661,2,4,2.545454545,1.851239669,4,0,10,3.090909091,3.933884298,14,4.165289256,6,26,20,10,5.818181818,6,0.297520661,0,0,2,2,1.272727273,0.925619835,2,3,0.892561983,0,0,0,4,2,0.727272727,2,9.105,16.13258621,12.83910658,4.752499288,9.105,0,0,0,194,73.09090909,77.75206612,12,-2,5,7,3.844639125,-44.4768069,0.074085194,1.076338215,0.796265716,3.83797E-17,0.200861679,0.200861679,0.096047421,0.043521045,0.147103599,0.301193992,1,0,3.606629957,1.928491715,1.928491715,1.928491715,3.654838576,2.684030655,3.051351114,-52.29310904,27.00966455,76,13.00745012,5.125163778,12.06304826
HoFe4(CuO4)3,2,../data/Structures/MIT_materials/HighT/HoCu3Fe4O12_HT_CollCode_237420.cif,54,74.45,15.06,164.93032,148.93092,38.547056,27.0571872,1811,1756.2,686.0955,757.5546,13,13,3.6,16,6,4,2.9,1.08,192,126,95.4,35.28,66,1.23,3.44,2.21,2.7765,0.7962,3.44,0.255,2,4,2.4,1.92,4,0,10,2.7,3.51,11,1.045,6,13,7,7.5,1.8,6,0.255,0,0,2,2,1.2,0.96,2,4,1.28,3,0.285,1,3,2.3,0.75,2,9.105,21.62833333,10.80616667,2.071866667,9.105,0,0,0.675412096,229,96.45,101.34,12,-2,3,5,3.230291412,-35.5878469,0.061219395,1.118996591,0.853931546,0.000918952,0.185077228,0.184158276,0.125882248,0.062454473,0.098590718,0.356775402,1,0,3.656685,2.785248741,1.936893268,2.361071005,2.906333238,2.561142174,2.747211878,-33.80206412,24.36336943,57.38,16.6011027,7.514838663,9.778959477
K3(MoO3)10,2,../data/Structures/MIT_materials/HighT/K0.3MoO3_HT_CollCode_73509.cif,84,72.53488372,20.18388318,95.96,79.9606,36.20643953,28.19586912,2896,2841.2,735.1997674,1005.023364,15,12.62790698,4.705246079,16,5,3,2.837209302,1.168199027,203,137,96.02325581,41.89291509,66,0.82,3.44,2.62,2.959534884,0.670416441,3.44,0.421849648,2,4,2.790697674,1.687398594,4,0,5,1.162790698,1.784748513,0,0,1,6,5,5.651162791,0.648999459,6,0.421849648,0,0,2,2,1.395348837,0.843699297,2,5,1.784748513,0,0,1,5,2.860465116,1.460248783,2,9.105,64.00166667,15.10162791,8.367387777,9.105,0,0,0,229,77.60465116,91.54137372,12,-2,6,8,4.780496507,-57.03495347,0.114835174,1.204415737,0.756663542,0.063218495,0.147332708,0.084114213,0.115656935,0.025829569,0.249090555,0.273563465,1,0,3.510127265,2.351091836,1.691184852,1.966840533,3.405289292,2.552669257,2.871595578,-40.71551931,41.55768635,125.638,52.70864435,-1.58585903,13.95370294
KV4O8,2,../data/Structures/MIT_materials/HighT/K2V8O16_HT_CollCode_100596.cif,84,67.92307692,23.47928994,50.9415,34.9421,28.52765385,15.41938935,2183,2128.2,731.3023077,893.352426,15,11.46153846,5.585798817,16,4,2,2.769230769,0.946745562,203,137,103.3076923,45.91715976,66,0.82,3.44,2.62,2.681538462,0.933491124,3.44,0.142011834,2,4,2.461538462,1.893491124,4,0,3,0.923076923,1.278106509,0,0,1,6,5,5.307692308,0.852071006,6,0.142011834,0,0,2,2,1.230769231,0.946745562,2,7,2.982248521,0,0,1,6,3.461538462,2.177514793,2,9.105,64.00166667,15.22974359,8.904142012,9.105,0,0,0,229,95.46153846,102.7218935,12,-2,5,7,3.568570285,-40.47580607,0.109670422,1.250879813,0.821785564,0.01501681,0.187184473,0.172167663,0.116102018,0.074775433,0.201976557,0.234160267,1,0,3.316802062,1.978241398,1.869527151,1.942926493,3.550220794,2.597516398,2.922681896,-41.10536838,27.04989488,60.6384875,13.93753671,10.67360225,11.13254431
LaCoO3,2,../data/Structures/MIT_materials/HighT/LaCoO3_HT_CollCode_201764.cif,74,66.4,24.72,138.90547,122.90607,49.167373,39.8015676,1768,1713.2,625.08,684.336,13,12,4.8,16,6,4,3.2,1.44,207,141,106.2,48.24,66,1.1,3.44,2.34,2.66,0.936,3.44,0,2,4,2.4,1.92,4,0,7,1.6,2.16,0,0,3,9,6,6,1.2,6,0,0,0,2,2,1.2,0.96,2,9,2.88,0,0,2,7,3.6,2.16,2,9.105,27.7925,14.8915,8.8024,9.105,0,0,0.495510784,194,84.8,87.36,12,-2,3,5,3.273268354,-33.28354696,0.080811013,1.098576132,0.797972468,0.001116828,0.12554693,0.124430102,0.08603679,0.047412168,0.143085664,0.20542005,1,0,3.860890863,1.947725798,1.947725798,1.947725798,3.512103767,2.730051516,2.905934903,-38.03510156,22.40073812,51.27,14.0403815,11.83196557,11.50905036
LaCr4(CuO4)3,2,../data/Structures/MIT_materials/HighT/LaCu3Cr4O12_CollCode_248598.cif,74,72.25,17.7,138.90547,122.90607,36.4760335,24.5719602,2180,2125.2,732.1955,812.8746,13,12.6,4.08,16,6,4,2.9,1.08,207,141,97.55,37.86,66,1.1,3.44,2.34,2.736,0.8448,3.44,0.455,2,4,2.4,1.92,4,0,10,2.55,3.215,0,0,3,11,8,6.6,1.32,6,0.455,0,0,2,2,1.2,0.96,2,9,2.175,0,0,1,8,3,1.8,2,9.105,27.7925,11.206375,2.5691125,9.105,0,0,0,229,96.45,101.34,12,-2,6,8,3.344613681,-37.04514228,0.06387243,1.137567873,0.850928517,0.003051253,0.17750809,0.174456837,0.125507576,0.061190703,0.103527763,0.079671307,1,0,3.65814,2.737768106,1.942982621,2.340375364,2.850422688,2.64117708,2.745051204,-26.65906918,24.73685236,36.841,12.61227897,17.24000592,9.790637306
LaFe4(CuO4)3,2,../data/Structures/MIT_materials/HighT/LaCu3Fe4O12_HT_CollCode_259141.cif,74,73.45,16.26,138.90547,122.90607,37.2458135,25.4956962,1811,1756.2,658.3955,724.3146,13,13,3.6,16,6,4,2.9,1.08,207,141,96.15,36.18,66,1.1,3.44,2.34,2.77,0.804,3.44,0.255,2,4,2.4,1.92,4,0,10,2.75,3.475,0,0,3,11,8,7,1.6,6,0.255,0,0,2,2,1.2,0.96,2,9,1.875,0,0,1,8,2.6,1.2,2,9.105,27.7925,11.114375,2.5783125,9.105,0,0,0.675412096,229,96.45,101.34,12,-2,3,5,3.230291412,-36.49042076,0.064216649,1.139473245,0.85695893,0.003431578,0.184644382,0.181212805,0.127556242,0.062010658,0.104259768,0.210581804,1,0,3.707655,2.79002406,1.94028285,2.365153455,2.859343536,2.623536678,2.785544739,-26.78250427,24.36691393,36.841,12.66484789,17.05796031,10.19360835
LuFe4(CuO4)3,2,../data/Structures/MIT_materials/HighT/LuCu3Fe4O12_HT_CollCode_237424.cif,46,74.85,14.58,174.9668,158.9674,39.04888,27.659376,1936,1881.2,695.5455,768.8946,13,13,3.6,16,6,4,2.9,1.08,187,121,95.15,34.98,66,1.27,3.44,2.17,2.7785,0.7938,3.44,0.255,2,4,2.4,1.92,4,0,10,2.75,3.475,14,1.33,6,17,11,7.7,2.04,6,0.255,0,0,2,2,1.2,0.96,2,9,1.875,0,0,1,8,2.6,1.2,2,9.105,19.76,10.71275,1.9293,9.105,0,0,0.675367154,229,96.45,101.34,12,-2,3,5,3.230291412,-35.6169962,0.060454531,1.114646913,0.853461461,0.000576415,0.18513626,0.184559845,0.125486321,0.06243594,0.098837735,0.379943367,1,0,3.651675,2.78888621,1.9394498,2.364168005,2.92134,2.55179049,2.74352196,-33.66829762,24.373153,57.38,16.59570001,7.398844976,9.738820258
LuNiO3,2,../data/Structures/MIT_materials/HighT/LuNiO3_673K_CollCode_191796.cif,46,72.6,17.28,174.9668,158.9674,56.33168,48.398736,1936,1881.2,765.68,853.056,13,12.2,4.56,16,6,4,3.2,1.44,187,121,101.8,42.96,66,1.27,3.44,2.17,2.7,0.888,3.44,0,2,4,2.4,1.92,4,0,8,1.8,2.48,14,4.48,6,17,11,9,3.6,6,0,0,0,2,2,1.2,0.96,2,9,2.72,0,0,2,7,3.4,2.24,2,9.105,19.76,13.3,6.226,9.105,0,0,0.190346536,225,91,94.8,12,-2,3,5,3.273268354,-34.46082802,0.061312417,1.046939754,0.846718956,0.018982413,0.161942102,0.142959689,0.101234232,0.045769871,0.109965028,0.244158624,1,0,3.721984546,1.996228988,1.933768754,1.962366618,3.109607451,2.710735978,2.811248498,-36.62541999,24.05613792,54.92,15.86419028,10.44584192,10.41941565
MgTi2O4,2,../data/Structures/MIT_materials/HighT/MgTi2O4_HT_CollCode_28324.cif,44,71.71428571,17.46938776,47.867,31.8676,26.29094286,12.32917551,1941,1886.2,717.7428571,757.6489796,14,10.57142857,6.204081633,16,4,2,2.714285714,0.816326531,160,94,103.5714286,42.93877551,66,1.31,3.44,2.13,2.592857143,0.968163265,3.44,0,2,4,2.285714286,1.959183673,4,0,2,0.571428571,0.816326531,0,0,2,6,4,4.857142857,1.306122449,6,0,0,0,2,2,1.142857143,0.979591837,2,8,3.265306122,0,0,0,8,3.428571429,2.612244898,2,9.105,13.785,13.24142857,4.727346939,9.105,0,0,9.19728E-06,194,90,89.14285714,12,-2,4,6,3.055050463,-31.2136507,0.058960759,1.051590664,0.896712601,1.04812E-16,0.185941821,0.185941821,0.127954993,0.073117139,0.095424107,0.340124294,1,0,2.996011432,2.1185,2.1185,2.1185,2.996011432,2.996011432,2.996011432,-30.54247704,24.24577041,43.26717,10.96918662,12.78862444,10.86619144
NaOsO3,2,../data/Structures/MIT_materials/HighT/NaOsO3_CollCode_252431.cif,85,64,27.6,190.23,174.2306,52.24359386,55.19456246,3306,3251.2,768.254,1015.0984,15,11.4,5.52,16,6,4,3,1.2,166,100,101.6,42.72,66,0.93,3.44,2.51,2.69,0.9,3.44,0.32,2,4,2.4,1.92,4,0,6,1.2,1.92,14,4.48,1,22,21,8.2,5.52,6,0.32,0,0,2,2,1.2,0.96,2,4,1.28,0,0,1,3,2.2,0.72,2,9.105,20.13833333,14.12966667,6.045466667,9.105,0,0,0,229,91.8,95.76,12,-2,5,7,3.683941988,-43.55774073,0.074165499,1.068862431,0.814586253,0.003492044,0.140625954,0.13713391,0.098384636,0.045018388,0.130903527,0.309738048,1,0,3.78881827,1.945435062,1.938739831,1.941229043,3.260186244,2.72366601,2.842540971,-53.28777356,25.90745763,70.1,11.29943503,9.066614564,10.87327165
NbO2,2,../data/Structures/MIT_materials/HighT/NbO2_HT_CollCode_75198.cif,40,73.66666667,17.77777778,92.90638,76.90698,41.63506,34.18088,2750,2695.2,953.2,1197.866667,11,12.33333333,4.888888889,16,5,3,3,1.333333333,164,98,98.66666667,43.55555556,66,1.6,3.44,1.84,2.826666667,0.817777778,3.44,0.444444444,2,4,2.666666667,1.777777778,4,0,4,1.333333333,1.777777778,0,0,5,6,1,5.666666667,0.444444444,6,0.444444444,0,0,2,2,1.333333333,0.888888889,2,6,2.666666667,0,0,2,5,3.666666667,2.222222222,2,9.105,9.075,12.13,4.033333333,9.105,0,0,0,229,84.33333333,96.44444444,12,-2,4,6,4.242640687,-44.77484495,0.099576273,1.074682205,0.85063559,0.016407662,0.16981637,0.153408708,0.118680134,0.068181648,0.179102586,0.095387702,1,0,3.747106872,2.078927561,2.004022812,2.041475187,2.887567702,2.845657563,2.873597656,-42.49478068,24.6661313,50.5728,9.118928555,14.78554466,11.86661662
Nd2Ir2O7,2,../data/Structures/MIT_materials/HighT/Nd2Ir2O7_CollCode_239644.cif,68,69.72727273,21.98347107,192.217,176.2176,71.3558,70.4536,2739,2684.2,768.1454545,907.8942149,13,12.36363636,4.628099174,16,6,4,3.454545455,1.851239669,201,135,104.1818182,48.59504132,66,1.14,3.44,2.3,2.796363636,0.819173554,3.44,0,2,4,2.545454545,1.851239669,4,0,7,1.272727273,2.082644628,14,4.165289256,6,23,17,9.090909091,5.05785124,6,0,0,0,2,2,1.272727273,0.925619835,2,3,0.892561983,10,2.975206612,2,8,3.636363636,2.314049587,2,9.105,25.705,14.70681818,7.310247934,9.105,0,0,0,225,83.81818182,91.40495868,12,-2,4,6,3.661454629,-39.16393831,0.068388649,1.076657474,0.818650112,0,0.186313067,0.186313067,0.092865922,0.047557586,0.124586623,0.150082663,1,0,3.668752824,2.013473586,2.013473586,2.013473586,3.061156,2.676932844,2.886355264,-44.14821902,23.42078251,57,13.07505583,12.70653969,12.69719142
NdCoO3,2,../data/Structures/MIT_materials/HighT/NdCoO3_CollCode_164822.cif,68,67.6,23.28,144.242,128.2426,50.234679,41.0823348,1768,1713.2,645.28,708.576,13,12,4.8,16,6,4,3.2,1.44,201,135,105,46.8,66,1.14,3.44,2.3,2.668,0.9264,3.44,0,2,4,2.4,1.92,4,0,7,1.4,2.24,4,1.28,6,9,3,6.6,0.96,6,0,0,0,2,2,1.2,0.96,2,3,0.96,10,3.2,2,8,3.8,2.48,2,9.105,25.705,14.474,8.1344,9.105,0,0,0.495510784,194,84.8,87.36,12,-2,3,5,3.273268354,-34.0917648,0.075753809,1.0764988,0.810615478,0.003791396,0.135943589,0.132152194,0.094239345,0.044863579,0.133955311,0.201866661,1,0,3.774625301,1.930578552,1.924320782,1.926641603,3.33159892,2.678831656,2.830586397,-38.14127815,23.12346796,51.27,13.95514452,12.57996609,10.75806845
NdFe4(CuO4)3,2,../data/Structures/MIT_materials/HighT/NdCu3Fe4O12_HT_CollCode_237414.cif,68,73.75,15.9,144.242,128.2426,37.51264,25.815888,1811,1756.2,663.4455,730.3746,13,13,3.6,16,6,4,2.9,1.08,201,135,95.85,35.82,66,1.14,3.44,2.3,2.772,0.8016,3.44,0.255,2,4,2.4,1.92,4,0,10,2.7,3.51,4,0.38,6,11,5,7.15,1.495,6,0.255,0,0,2,2,1.2,0.96,2,4,1.28,10,0.95,1,9,2.65,1.275,2,9.105,25.705,11.01,2.398,9.105,0,0,0.675412096,229,96.45,101.34,12,-2,3,5,3.230291412,-35.45301047,0.062572137,1.127457391,0.855116985,0.001787352,0.185039612,0.18325226,0.126638742,0.062383948,0.099447982,0.342156444,1,0,3.673915,2.784430875,1.935704615,2.360067745,2.883288492,2.583497028,2.760151339,-33.99251061,24.28462932,57.38,16.61957073,7.623952465,9.917844809
NdNiO3,2,../data/Structures/MIT_materials/HighT/NdNiO3_HT_CollCode_67724.cif,68,68.2,22.56,144.242,128.2426,50.18672,41.024784,1728,1673.2,637.28,698.976,13,12.2,4.56,16,6,4,3.2,1.44,201,135,104.6,46.32,66,1.14,3.44,2.3,2.674,0.9192,3.44,0,2,4,2.4,1.92,4,0,8,1.6,2.56,4,1.28,6,10,4,6.8,1.28,6,0,0,0,2,2,1.2,0.96,2,2,0.64,10,3.2,2,8,3.6,2.56,2,9.105,25.705,14.489,8.1284,9.105,0,0,0.190526304,225,91,94.8,12,-2,3,5,3.273268354,-33.82226811,0.07570283,1.075744704,0.810742924,0.007225425,0.136391689,0.129166264,0.094711466,0.044126285,0.1340778,0.342998608,1,0,3.804911296,1.95527923,1.932081305,1.942537073,3.309958543,2.720839433,2.853433006,-37.82770948,23.0396326,54.92,15.94850967,10.55672032,11.02281427
NiSeS,2,../data/Structures/MIT_materials/HighT/NiSeS_CollCode_646374.cif,28,79.33333333,12.22222222,78.96,46.895,56.5728,16.33853333,1728,1339.64,870.12,571.92,6,14,2.666666667,10,4,1,3.666666667,0.444444444,124,19,116.3333333,7.555555556,105,1.91,2.58,0.67,2.346666667,0.291111111,1.91,0,2,4,2.666666667,1.777777778,0,0,10,6,4,0,0,6,16,10,10.66666667,3.555555556,6,0,0,0,2,2,1.333333333,0.888888889,0,2,0.888888889,0,0,2,0,2,0,2,10.32,15.6,20.675625,6.90375,10.32,0.801111111,0,0.264619867,225,103,81.33333333,14,-2,4,6,3.464101615,-9.425283649,0.051399477,1.038549607,0.922900785,0.025238471,0.160095336,0.134856865,0.115143047,0.059936385,0.084253522,0.318497622,0,1,4.111825933,2.424039089,2.424039089,2.424039089,3.287897881,2.376962605,3.060164062,-18.49600687,9.778248951,35.187,13.51615335,8.891047942,16.38580986
Pr(P3Ru)4,2,../data/Structures/MIT_materials/HighT/PrRu4P12_HandGenerated.cif,66,72.76470588,14.44982699,140.90765,109.933888,53.93369376,32.41402131,2607,2289.7,908.2117647,834.2283737,12,12.64705882,3.321799308,15,6,3,3.647058824,0.91349481,203,96,121.8235294,20.92733564,107,1.13,2.2,1.07,2.13,0.117647059,2.19,0.359861592,2,3,2.117647059,1.24567474,3,0,7,1.647058824,2.519031142,3,0.332179931,5,8,3,5.705882353,1.079584775,5,0.359861592,0,0,3,3,2.117647059,1.24567474,3,3,1.079584775,11,1.21799308,3,8,3.705882353,0.996539792,3,13.51,22.165,21.20928571,3.623193277,22.5702381,0.674740484,1.625,0,194,58.47058824,79.72318339,2,-3,5,8,4.101115572,-94.19100481,0.035386083,1.216501921,0.924804573,0.029516766,0.146095396,0.11657863,0.11362415,0.045037718,0.066764173,0.25392771,1,0,4.0067496,2.351763127,2.347845867,2.349804497,3.255812588,2.2774024,2.881056578,-69.6543666,24.94856708,178.41,64.81615176,-12.34258277,15.26303384
PrCoO3,2,../data/Structures/MIT_materials/HighT/PrCoO3_CollCode_164820.cif,70,67.2,23.76,140.90765,124.90825,49.567809,40.2820908,1768,1713.2,627.28,686.976,13,12,4.8,16,6,4,3.2,1.44,203,137,105.4,47.28,66,1.13,3.44,2.31,2.666,0.9288,3.44,0,2,4,2.4,1.92,4,0,7,1.4,2.24,3,0.96,5,9,4,6.4,1.04,6,0,0,0,2,2,1.2,0.96,2,3,0.96,11,3.52,2,9,4,2.8,2,9.105,26.57,14.647,8.4112,9.105,0,0,0.495510784,194,84.8,87.36,12,-2,3,5,3.273268354,-33.51296913,0.077025844,1.081445264,0.807435391,0.003196778,0.133576467,0.130379689,0.093138142,0.04574204,0.136166594,0.228866373,1,0,3.838882058,1.956760215,1.952750561,1.954374588,3.397747288,2.7309836,2.880447737,-37.68289227,22.6727909,51.27,14.01899911,11.77696028,11.31840882
PrFe4(CuO4)3,2,../data/Structures/MIT_materials/HighT/PrCu3Fe4O12_HT_CollCode_237413.cif,70,73.65,16.02,140.90765,124.90825,37.3459225,25.615827,1811,1756.2,658.9455,724.9746,13,13,3.6,16,6,4,2.9,1.08,203,137,95.95,35.94,66,1.13,3.44,2.31,2.7715,0.8022,3.44,0.255,2,4,2.4,1.92,4,0,10,2.7,3.51,3,0.285,5,11,6,7.1,1.53,6,0.255,0,0,2,2,1.2,0.96,2,4,1.28,11,1.045,1,10,2.7,1.35,2,9.105,26.57,11.05325,2.4672,9.105,0,0,0.675412096,229,96.45,101.34,12,-2,4,6,3.229140819,-35.31428624,0.063744254,1.137184992,0.868550212,0.003241223,0.198527592,0.195286369,0.130559033,0.063576289,0.102602156,0.154076764,1,0,3.701805,2.827299753,1.888040746,2.35767025,2.831818789,2.505381624,2.788925683,-34.96360973,24.21644951,57.38,16.64910034,8.520667338,10.1454335
PrNiO3,2,../data/Structures/MIT_materials/HighT/PrNiO3_HT_CollCode_67720.cif,70,67.8,23.04,140.90765,124.90825,49.51985,40.22454,1728,1673.2,619.28,677.376,13,12.2,4.56,16,6,4,3.2,1.44,203,137,105,46.8,66,1.13,3.44,2.31,2.672,0.9216,3.44,0,2,4,2.4,1.92,4,0,8,1.6,2.56,3,0.96,5,10,5,6.6,1.36,6,0,0,0,2,2,1.2,0.96,2,2,0.64,11,3.52,2,9,3.8,2.88,2,9.105,26.57,14.662,8.4052,9.105,0,0,0.190526304,225,91,94.8,12,-2,3,5,3.273268354,-33.75015037,0.076929357,1.081154127,0.807676607,0.003825032,0.133075218,0.129250186,0.09240274,0.044895357,0.136200244,0.349936974,1,0,3.811116785,1.940894472,1.939724758,1.940486551,3.381867561,2.709007087,2.860378651,-37.94004034,22.8392587,54.92,15.95467181,10.46084413,11.07937352
Sm(P3Ru)4,2,../data/Structures/MIT_materials/HighT/SmRu4P12_HandGenerated.cif,60,73.11764706,13.95155709,150.36,119.386238,54.48971435,33.19899156,2607,2289.7,916.5058824,845.9377163,12,12.64705882,3.321799308,15,6,3,3.647058824,0.91349481,198,91,121.5294118,20.51211073,107,1.17,2.2,1.03,2.132352941,0.113217993,2.19,0.359861592,2,3,2.117647059,1.24567474,3,0,7,1.647058824,2.519031142,6,0.664359862,5,8,3,5.882352941,1.24567474,5,0.359861592,0,0,3,3,2.117647059,1.24567474,3,3,1.079584775,8,0.885813149,3,5,3.529411765,0.747404844,3,13.51,19.72,21.06546218,3.555511616,22.5702381,0.674740484,1.625,0,194,56.82352941,77.39792388,2,-3,5,8,4.101115572,-93.83416447,0.035939496,1.21367457,0.923628571,0.029664161,0.145415263,0.115751102,0.113364102,0.045248275,0.067878877,0.26278281,1,0,4.04245733,2.362429258,2.362418411,2.362423835,3.271014135,2.307443874,2.902709487,-69.27701542,24.84933072,178.41,64.84789685,-12.78643632,15.54363591
SmCoO3,2,../data/Structures/MIT_materials/HighT/SmCoO3_CollCode_230647.cif,64,68.4,22.32,150.36,134.3606,51.458279,42.5506548,1768,1713.2,655.48,720.816,13,12,4.8,16,6,4,3.2,1.44,198,132,104.4,46.08,66,1.17,3.44,2.27,2.674,0.9192,3.44,0,2,4,2.4,1.92,4,0,7,1.4,2.24,6,1.92,6,9,3,7,1.2,6,0,0,0,2,2,1.2,0.96,2,3,0.96,8,2.56,2,6,3.4,1.84,2,9.105,24.125,14.158,7.6288,9.105,0,0,0.495510784,194,79.2,80.64,12,-2,3,5,3.273268354,-34.25521757,0.073876776,1.068458724,0.81530806,0.006246594,0.140838165,0.134591571,0.095264779,0.04454714,0.131223227,0.172868475,1,0,3.75572269,1.926567506,1.922562752,1.925002992,3.23806888,2.704279952,2.817568747,-38.04797712,23.32841645,51.27,13.9359443,12.68525153,10.60963421
SmFe4(CuO4)3,2,../data/Structures/MIT_materials/HighT/SmCu3Fe4O12_HT_CollCode_237415.cif,64,73.95,15.66,150.36,134.3606,37.81854,26.182968,1811,1756.2,665.9955,733.4346,13,13,3.6,16,6,4,2.9,1.08,198,132,95.7,35.64,66,1.17,3.44,2.27,2.7735,0.7998,3.44,0.255,2,4,2.4,1.92,4,0,10,2.7,3.51,6,0.57,6,11,5,7.25,1.5,6,0.255,0,0,2,2,1.2,0.96,2,4,1.28,8,0.76,1,7,2.55,1.125,2,9.105,24.125,10.931,2.2716,9.105,0,0,0.675412096,229,95.05,99.66,12,-2,3,5,3.230291412,-35.48569293,0.062091583,1.124330364,0.854720597,0.001437602,0.185141989,0.183704387,0.12638638,0.062437506,0.098105749,0.331385547,1,0,3.66946,2.786361485,1.936816767,2.361589126,2.893002264,2.57596092,2.75683353,-33.91014117,24.3030974,57.38,16.61481224,7.563981719,9.881809318
